accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
5281,Bangalore,Karnataka,12.881647,77.486966,2024-01-31,19:00,19,Wednesday,0,highway,5,1,fog,low,15,medium,overspeeding,minor,1,1,1,None,0.6
5284,Bangalore,Karnataka,12.873421,77.68583,2023-09-12,5:00,5,Tuesday,0,urban,2,1,rain,low,22,low,weather,minor,4,2,0,None,0.45
5292,Bangalore,Karnataka,13.072683,77.656376,2023-08-15,9:00,9,Tuesday,0,highway,1,1,fog,low,24,low,weather,minor,2,2,1,None,0.6
5296,Bangalore,Karnataka,13.05414,77.471889,2024-02-13,1:00,1,Tuesday,0,urban,2,1,fog,low,38,low,poor road,minor,5,0,0,None,0.45
5301,Bangalore,Karnataka,12.805664,77.462955,2024-08-15,23:00,23,Thursday,0,rural,2,1,clear,high,34,medium,overspeeding,minor,1,1,0,None,0.1
5321,Bangalore,Karnataka,13.115534,77.582504,2022-05-13,4:00,4,Friday,0,highway,1,0,rain,medium,34,low,weather,major,5,4,0,None,0.25
5324,Bangalore,Karnataka,12.946062,77.558661,2022-01-15,23:00,23,Saturday,1,rural,6,0,rain,medium,31,low,poor road,fatal,4,4,0,None,0.45
5329,Bangalore,Karnataka,12.970376,77.780008,2022-12-07,20:00,20,Wednesday,0,rural,3,1,rain,medium,35,high,overspeeding,minor,3,2,0,None,0.45
5330,Bangalore,Karnataka,12.850867,77.537287,2024-06-02,18:00,18,Sunday,1,rural,4,1,rain,low,33,medium,poor road,minor,3,2,1,None,0.6
5334,Bangalore,Karnataka,12.883751,77.476178,2024-02-03,17:00,17,Saturday,1,highway,2,1,fog,low,18,medium,weather,minor,3,1,1,None,0.6
5356,Bangalore,Karnataka,13.157419,77.665727,2025-03-10,9:00,9,Monday,0,urban,2,1,fog,low,34,low,distraction,fatal,2,2,1,None,0.8
5364,Bangalore,Karnataka,12.986457,77.594578,2022-06-03,4:00,4,Friday,0,rural,6,0,clear,high,28,medium,weather,minor,4,4,0,None,0.1
5366,Bangalore,Karnataka,13.085925,77.532018,2022-03-19,12:00,12,Saturday,1,urban,3,1,fog,low,36,low,poor road,minor,4,4,0,None,0.45
5368,Bangalore,Karnataka,12.912812,77.409798,2023-03-20,19:00,19,Monday,0,highway,4,0,clear,high,19,medium,weather,fatal,1,1,1,None,0.45
5373,Bangalore,Karnataka,12.95798,77.617629,2023-06-02,1:00,1,Friday,0,urban,6,1,clear,high,37,low,drunk driving,minor,5,0,0,None,0.1
5379,Bangalore,Karnataka,13.020077,77.674051,2025-01-29,19:00,19,Wednesday,0,rural,5,1,fog,low,28,medium,drunk driving,fatal,5,5,1,None,0.8
5385,Bangalore,Karnataka,13.097851,77.488468,2023-08-09,23:00,23,Wednesday,0,highway,6,0,rain,low,32,medium,poor road,minor,5,3,0,None,0.45
5392,Bangalore,Karnataka,12.984658,77.625371,2022-01-20,9:00,9,Thursday,0,rural,6,0,rain,medium,16,high,overspeeding,major,5,0,1,None,0.6
5397,Bangalore,Karnataka,12.941736,77.413468,2022-09-18,6:00,6,Sunday,1,urban,5,1,fog,low,26,low,distraction,minor,5,4,0,None,0.45
5399,Bangalore,Karnataka,13.179397,77.71416,2024-04-02,19:00,19,Tuesday,0,urban,5,0,fog,low,26,low,weather,minor,1,0,1,None,0.6
5408,Bangalore,Karnataka,13.122625,77.533743,2022-04-28,22:00,22,Thursday,0,rural,5,1,fog,low,20,low,overspeeding,minor,4,1,0,None,0.45
5410,Bangalore,Karnataka,12.862682,77.794834,2024-06-05,17:00,17,Wednesday,0,rural,6,0,fog,low,18,high,weather,fatal,5,5,1,None,1.0
5428,Bangalore,Karnataka,12.964773,77.780326,2023-05-22,19:00,19,Monday,0,urban,4,0,clear,high,23,high,overspeeding,minor,4,1,1,None,0.45
5437,Bangalore,Karnataka,12.838725,77.478459,2023-01-20,5:00,5,Friday,0,highway,3,0,fog,low,26,low,weather,fatal,3,3,0,None,0.65
5438,Bangalore,Karnataka,12.853135,77.670614,2022-10-26,7:00,7,Wednesday,0,rural,3,1,rain,low,17,medium,weather,minor,2,1,0,None,0.45
5440,Bangalore,Karnataka,12.918455,77.580499,2022-11-23,3:00,3,Wednesday,0,highway,6,1,rain,medium,23,medium,weather,fatal,2,2,0,None,0.45
5447,Bangalore,Karnataka,12.922072,77.681511,2025-03-27,10:00,10,Thursday,0,urban,3,0,fog,low,25,medium,weather,minor,1,0,1,None,0.6
5457,Bangalore,Karnataka,13.19161,77.693712,2024-04-29,1:00,1,Monday,0,rural,6,1,clear,high,32,medium,overspeeding,minor,3,3,0,None,0.1
5460,Bangalore,Karnataka,12.811641,77.405098,2022-11-17,20:00,20,Thursday,0,rural,1,1,fog,low,27,high,poor road,minor,5,4,0,None,0.65
5488,Bangalore,Karnataka,13.018429,77.600969,2022-09-30,1:00,1,Friday,0,urban,6,0,rain,medium,25,low,poor road,minor,3,1,0,None,0.25
5491,Bangalore,Karnataka,13.187209,77.508319,2023-11-25,18:00,18,Saturday,1,highway,3,1,clear,high,37,medium,distraction,minor,3,1,1,None,0.25
5493,Bangalore,Karnataka,13.176114,77.454759,2024-05-29,8:00,8,Wednesday,0,highway,5,0,rain,low,17,high,poor road,major,5,3,1,None,0.8
5501,Bangalore,Karnataka,12.922691,77.403011,2023-04-24,15:00,15,Monday,0,urban,5,0,fog,low,25,high,drunk driving,major,5,0,0,None,0.65
5506,Bangalore,Karnataka,12.816405,77.528906,2023-06-21,9:00,9,Wednesday,0,rural,5,0,fog,low,30,medium,overspeeding,minor,1,0,1,None,0.6
5511,Bangalore,Karnataka,13.079926,77.693856,2022-05-14,0:00,0,Saturday,1,urban,2,1,fog,low,21,medium,poor road,major,1,0,0,None,0.45
5523,Bangalore,Karnataka,13.166211,77.536635,2023-03-05,1:00,1,Sunday,1,rural,4,0,rain,low,33,low,overspeeding,fatal,5,5,0,None,0.65
5530,Bangalore,Karnataka,13.071398,77.74644,2022-12-08,17:00,17,Thursday,0,urban,2,1,clear,high,22,medium,poor road,fatal,2,2,1,None,0.45
5543,Bangalore,Karnataka,13.118736,77.704231,2023-07-11,17:00,17,Tuesday,0,highway,2,0,clear,high,18,high,overspeeding,fatal,1,1,1,None,0.65
5545,Bangalore,Karnataka,13.169323,77.51386,2022-11-01,1:00,1,Tuesday,0,rural,4,0,rain,low,39,low,distraction,minor,5,0,0,None,0.45
5549,Bangalore,Karnataka,13.07194,77.75631,2022-01-06,10:00,10,Thursday,0,rural,6,0,rain,low,23,high,overspeeding,fatal,2,2,1,None,1.0
5552,Bangalore,Karnataka,12.834896,77.565671,2024-06-04,6:00,6,Tuesday,0,highway,3,1,fog,low,31,medium,weather,fatal,2,2,0,None,0.65
5554,Bangalore,Karnataka,12.989946,77.493631,2022-10-12,19:00,19,Wednesday,0,rural,5,0,rain,low,40,high,drunk driving,fatal,2,2,1,None,1.0
5557,Bangalore,Karnataka,12.879575,77.46087,2023-07-08,9:00,9,Saturday,1,urban,4,1,fog,low,27,high,drunk driving,minor,2,0,1,None,0.8
5567,Bangalore,Karnataka,13.012395,77.416751,2022-04-22,8:00,8,Friday,0,highway,4,1,rain,low,39,high,distraction,minor,3,0,1,None,0.8
5592,Bangalore,Karnataka,13.177701,77.706924,2024-08-11,2:00,2,Sunday,1,rural,1,1,clear,high,35,low,poor road,minor,3,2,0,None,0.1
5630,Bangalore,Karnataka,12.888553,77.48314,2024-11-11,6:00,6,Monday,0,rural,5,1,fog,low,24,high,poor road,minor,2,1,0,None,0.65
5634,Bangalore,Karnataka,13.090995,77.417432,2022-02-05,23:00,23,Saturday,1,highway,4,1,fog,low,35,low,drunk driving,minor,2,0,0,None,0.45
5648,Bangalore,Karnataka,13.02973,77.761603,2024-10-12,0:00,0,Saturday,1,highway,4,1,clear,high,22,low,distraction,fatal,5,5,0,None,0.3
5649,Bangalore,Karnataka,12.935187,77.774336,2024-07-01,14:00,14,Monday,0,urban,3,1,rain,medium,18,high,drunk driving,minor,1,0,0,None,0.45
5653,Bangalore,Karnataka,12.84211,77.47652,2023-07-23,23:00,23,Sunday,1,rural,4,0,clear,high,32,high,weather,minor,1,1,0,None,0.3
5658,Bangalore,Karnataka,12.870346,77.601306,2023-09-07,8:00,8,Thursday,0,highway,5,0,clear,high,34,medium,distraction,minor,4,3,1,None,0.25
5659,Bangalore,Karnataka,13.152932,77.570506,2024-07-20,9:00,9,Saturday,1,highway,6,1,clear,high,36,high,distraction,major,4,4,1,None,0.45
5662,Bangalore,Karnataka,12.897983,77.756634,2023-10-01,13:00,13,Sunday,1,highway,4,0,fog,low,36,medium,poor road,fatal,1,1,0,None,0.65
5669,Bangalore,Karnataka,13.000155,77.67906,2022-01-07,9:00,9,Friday,0,urban,6,0,fog,low,40,high,overspeeding,minor,4,0,1,None,0.8
5682,Bangalore,Karnataka,12.859836,77.469,2023-10-04,11:00,11,Wednesday,0,rural,1,1,clear,high,32,high,distraction,major,4,3,0,None,0.3
5696,Bangalore,Karnataka,12.914993,77.78864,2023-06-21,11:00,11,Wednesday,0,urban,1,0,clear,high,19,low,overspeeding,major,5,2,0,None,0.1
5716,Bangalore,Karnataka,13.026288,77.488893,2024-11-07,22:00,22,Thursday,0,rural,2,1,fog,low,20,medium,overspeeding,major,5,1,0,None,0.45
5735,Bangalore,Karnataka,12.82073,77.526734,2024-11-02,6:00,6,Saturday,1,urban,4,1,fog,low,38,high,poor road,minor,4,0,0,None,0.65
5738,Bangalore,Karnataka,12.94686,77.690505,2023-11-07,17:00,17,Tuesday,0,urban,5,0,fog,low,20,high,distraction,minor,2,1,1,None,0.8
5754,Bangalore,Karnataka,13.13489,77.719472,2025-01-22,2:00,2,Wednesday,0,urban,5,1,clear,high,36,high,drunk driving,minor,5,0,0,None,0.3
5755,Bangalore,Karnataka,13.046781,77.606587,2024-08-21,15:00,15,Wednesday,0,highway,3,1,clear,high,30,high,weather,minor,2,0,0,None,0.3
5759,Bangalore,Karnataka,12.991124,77.722051,2024-02-13,2:00,2,Tuesday,0,highway,4,1,fog,low,30,low,weather,major,1,0,0,None,0.45
5761,Bangalore,Karnataka,12.821344,77.760962,2023-01-31,16:00,16,Tuesday,0,urban,6,0,clear,high,19,high,distraction,minor,1,1,0,None,0.3
5763,Bangalore,Karnataka,13.19628,77.78321,2024-11-13,2:00,2,Wednesday,0,urban,6,1,rain,low,17,low,weather,minor,5,5,0,None,0.45
5767,Bangalore,Karnataka,12.955954,77.653501,2023-02-16,18:00,18,Thursday,0,highway,3,0,rain,medium,33,high,poor road,minor,5,3,1,None,0.6
5784,Bangalore,Karnataka,12.8004,77.432491,2023-06-17,23:00,23,Saturday,1,rural,2,0,fog,low,30,low,overspeeding,minor,5,5,0,None,0.45
5794,Bangalore,Karnataka,13.170551,77.678952,2024-07-18,19:00,19,Thursday,0,rural,5,1,clear,high,23,low,weather,minor,5,3,1,None,0.25
5802,Bangalore,Karnataka,12.93578,77.653656,2023-10-06,3:00,3,Friday,0,highway,1,0,fog,low,33,low,weather,major,4,0,0,None,0.45
5803,Bangalore,Karnataka,13.196995,77.782766,2023-05-29,17:00,17,Monday,0,rural,4,0,rain,low,25,low,poor road,fatal,3,3,1,None,0.8
5804,Bangalore,Karnataka,13.151087,77.477214,2023-07-28,21:00,21,Friday,0,rural,3,0,rain,low,39,low,distraction,minor,2,1,0,None,0.45
5813,Bangalore,Karnataka,13.140769,77.657971,2022-12-23,5:00,5,Friday,0,highway,5,0,rain,medium,33,medium,drunk driving,minor,3,1,0,None,0.25
5816,Bangalore,Karnataka,12.86159,77.508676,2023-06-14,3:00,3,Wednesday,0,urban,5,1,rain,medium,36,low,poor road,minor,5,4,0,None,0.25
5817,Bangalore,Karnataka,12.873692,77.686089,2025-02-08,9:00,9,Saturday,1,urban,6,0,rain,low,38,high,distraction,minor,2,1,1,None,0.8
5819,Bangalore,Karnataka,12.932887,77.651599,2024-10-23,6:00,6,Wednesday,0,rural,1,1,rain,medium,16,low,drunk driving,major,2,0,0,None,0.25
5835,Bangalore,Karnataka,12.952134,77.534496,2022-04-01,12:00,12,Friday,0,highway,2,1,rain,medium,33,high,drunk driving,minor,5,0,0,None,0.45
5838,Bangalore,Karnataka,13.012304,77.797837,2024-02-08,13:00,13,Thursday,0,rural,3,1,clear,high,29,low,drunk driving,minor,1,1,0,None,0.1
5851,Bangalore,Karnataka,13.009695,77.592094,2023-01-12,16:00,16,Thursday,0,highway,1,0,clear,high,19,low,drunk driving,minor,1,1,0,None,0.1
5852,Bangalore,Karnataka,13.095173,77.538106,2022-02-22,18:00,18,Tuesday,0,urban,4,1,rain,low,20,medium,drunk driving,minor,4,4,1,None,0.6
5853,Bangalore,Karnataka,12.830566,77.407416,2022-06-20,14:00,14,Monday,0,rural,3,1,rain,low,15,medium,drunk driving,minor,2,1,0,None,0.45
5864,Bangalore,Karnataka,13.062233,77.576388,2023-06-11,16:00,16,Sunday,1,highway,6,1,clear,high,29,medium,poor road,minor,1,1,0,None,0.1
5865,Bangalore,Karnataka,12.938908,77.751178,2025-04-12,7:00,7,Saturday,1,rural,3,1,clear,high,28,low,weather,minor,2,0,0,None,0.1
5873,Bangalore,Karnataka,12.895354,77.780402,2024-10-17,14:00,14,Thursday,0,rural,2,1,fog,low,37,high,poor road,minor,5,1,0,None,0.65
5888,Bangalore,Karnataka,12.934179,77.52738,2024-08-18,15:00,15,Sunday,1,rural,3,0,clear,high,25,high,weather,fatal,2,2,0,None,0.5
5889,Bangalore,Karnataka,12.836964,77.583452,2024-10-27,23:00,23,Sunday,1,highway,3,0,rain,medium,34,medium,weather,major,2,1,0,None,0.25
5895,Bangalore,Karnataka,12.988309,77.735598,2023-06-05,1:00,1,Monday,0,highway,5,0,rain,low,21,low,weather,minor,1,0,0,None,0.45
5897,Bangalore,Karnataka,13.13876,77.789232,2022-08-26,1:00,1,Friday,0,rural,5,1,fog,low,23,high,overspeeding,major,5,2,0,None,0.65
5915,Bangalore,Karnataka,13.18108,77.458889,2023-02-06,13:00,13,Monday,0,rural,4,1,clear,high,23,medium,weather,minor,2,1,0,None,0.1
5916,Bangalore,Karnataka,13.126443,77.471182,2022-11-17,6:00,6,Thursday,0,rural,4,0,rain,medium,36,high,overspeeding,minor,3,1,0,None,0.45
5917,Bangalore,Karnataka,12.816895,77.708221,2022-03-11,9:00,9,Friday,0,highway,6,1,clear,high,15,high,weather,fatal,1,1,1,None,0.65
5920,Bangalore,Karnataka,13.03954,77.672959,2022-07-27,0:00,0,Wednesday,0,urban,4,1,clear,high,17,medium,distraction,minor,2,1,0,None,0.1
5922,Bangalore,Karnataka,13.015296,77.759145,2022-07-31,22:00,22,Sunday,1,rural,4,0,fog,low,30,low,distraction,major,1,1,0,None,0.45
5930,Bangalore,Karnataka,12.846306,77.419057,2024-02-26,21:00,21,Monday,0,rural,6,1,fog,low,39,high,weather,minor,2,2,0,None,0.65
5935,Bangalore,Karnataka,12.800915,77.782571,2022-02-01,4:00,4,Tuesday,0,urban,1,0,clear,high,22,low,drunk driving,minor,2,1,0,None,0.1
5937,Bangalore,Karnataka,13.11062,77.621909,2022-01-25,10:00,10,Tuesday,0,urban,6,0,rain,medium,27,medium,distraction,major,5,4,1,None,0.4
5942,Bangalore,Karnataka,12.807774,77.626603,2022-09-04,4:00,4,Sunday,1,highway,6,1,fog,low,38,low,drunk driving,fatal,3,3,0,None,0.65
5950,Bangalore,Karnataka,13.060821,77.604988,2022-12-30,12:00,12,Friday,0,rural,3,0,fog,low,24,medium,distraction,fatal,1,1,0,None,0.65
5965,Bangalore,Karnataka,13.041846,77.648918,2024-02-29,14:00,14,Thursday,0,rural,4,0,clear,high,36,high,weather,fatal,2,2,0,None,0.5
5967,Bangalore,Karnataka,12.863921,77.797546,2022-02-23,1:00,1,Wednesday,0,highway,4,0,clear,high,29,low,overspeeding,major,3,3,0,None,0.1
5968,Bangalore,Karnataka,12.975163,77.758908,2024-05-22,10:00,10,Wednesday,0,urban,3,0,rain,medium,30,medium,weather,major,1,0,1,None,0.4
5974,Bangalore,Karnataka,13.116134,77.626051,2023-06-10,6:00,6,Saturday,1,rural,3,1,fog,low,32,low,poor road,major,2,1,0,None,0.45
5992,Bangalore,Karnataka,13.00867,77.596409,2022-07-23,3:00,3,Saturday,1,rural,4,0,clear,high,40,low,overspeeding,minor,5,4,0,None,0.1
5994,Bangalore,Karnataka,13.143579,77.607942,2024-02-01,9:00,9,Thursday,0,urban,5,0,clear,high,25,high,drunk driving,fatal,3,3,1,None,0.65
5999,Bangalore,Karnataka,13.020476,77.499055,2023-09-19,23:00,23,Tuesday,0,rural,1,1,fog,low,35,medium,weather,major,1,0,0,None,0.45
6001,Bangalore,Karnataka,12.807333,77.620528,2023-10-13,10:00,10,Friday,0,highway,6,0,rain,medium,29,medium,drunk driving,major,5,2,1,None,0.4
6003,Bangalore,Karnataka,12.915815,77.734856,2023-12-21,10:00,10,Thursday,0,urban,5,0,fog,low,34,high,overspeeding,minor,1,0,1,None,0.8
6007,Bangalore,Karnataka,13.054154,77.592143,2023-04-23,22:00,22,Sunday,1,highway,1,1,fog,low,18,low,drunk driving,minor,2,1,0,None,0.45
6021,Bangalore,Karnataka,12.917117,77.799837,2022-05-11,17:00,17,Wednesday,0,highway,2,0,clear,high,34,low,overspeeding,minor,1,0,1,None,0.25
6028,Bangalore,Karnataka,13.143529,77.700402,2024-01-16,14:00,14,Tuesday,0,highway,1,1,clear,high,39,low,overspeeding,minor,1,0,0,None,0.1
6030,Bangalore,Karnataka,13.121578,77.72777,2023-05-14,18:00,18,Sunday,1,rural,2,1,fog,low,38,high,distraction,minor,5,1,1,None,0.8
6033,Bangalore,Karnataka,12.828919,77.632722,2023-03-09,9:00,9,Thursday,0,highway,4,0,fog,low,31,high,weather,minor,4,3,1,None,0.8
6040,Bangalore,Karnataka,12.929908,77.695205,2023-03-12,15:00,15,Sunday,1,highway,5,0,fog,low,19,high,weather,major,3,0,0,None,0.65
6049,Bangalore,Karnataka,12.899562,77.529474,2024-01-13,9:00,9,Saturday,1,highway,1,0,rain,medium,15,high,weather,major,2,0,1,None,0.6
6064,Bangalore,Karnataka,13.143476,77.688938,2023-03-15,13:00,13,Wednesday,0,highway,6,1,clear,high,17,medium,distraction,minor,2,1,0,None,0.1
6074,Bangalore,Karnataka,13.075219,77.708266,2024-02-29,11:00,11,Thursday,0,rural,4,0,clear,high,28,low,weather,major,4,4,0,None,0.1
6076,Bangalore,Karnataka,12.8137,77.472097,2022-07-03,16:00,16,Sunday,1,urban,4,0,clear,high,17,low,drunk driving,minor,5,3,0,None,0.1
6077,Bangalore,Karnataka,13.038074,77.42629,2022-12-26,18:00,18,Monday,0,urban,4,0,clear,high,18,low,overspeeding,major,4,3,1,None,0.25
6108,Bangalore,Karnataka,12.820305,77.481455,2024-08-11,11:00,11,Sunday,1,rural,4,0,rain,medium,32,high,poor road,minor,2,0,0,None,0.45
6114,Bangalore,Karnataka,12.964717,77.466011,2022-06-26,7:00,7,Sunday,1,highway,1,0,fog,low,20,high,distraction,minor,5,2,0,None,0.65
6116,Bangalore,Karnataka,13.130779,77.782859,2024-12-15,16:00,16,Sunday,1,urban,6,1,rain,low,34,high,poor road,fatal,5,5,0,None,0.85
6119,Bangalore,Karnataka,13.133342,77.635636,2023-06-17,9:00,9,Saturday,1,urban,3,1,clear,high,21,high,poor road,major,5,1,1,None,0.45
6127,Bangalore,Karnataka,12.800553,77.605699,2023-11-16,2:00,2,Thursday,0,highway,2,0,clear,high,37,medium,distraction,minor,2,2,0,None,0.1
6129,Bangalore,Karnataka,12.909271,77.765835,2024-03-21,21:00,21,Thursday,0,urban,6,0,rain,low,18,medium,distraction,minor,5,3,0,None,0.45
6150,Bangalore,Karnataka,12.846133,77.408217,2024-03-18,15:00,15,Monday,0,urban,6,0,rain,medium,33,medium,weather,minor,1,0,0,None,0.25
6161,Bangalore,Karnataka,12.862315,77.590348,2025-02-28,4:00,4,Friday,0,rural,4,1,clear,high,31,low,poor road,major,4,1,0,None,0.1
6169,Bangalore,Karnataka,13.00976,77.685389,2025-04-07,18:00,18,Monday,0,rural,6,0,rain,low,25,high,weather,minor,5,3,1,None,0.8
6172,Bangalore,Karnataka,13.045421,77.740521,2022-11-16,3:00,3,Wednesday,0,urban,5,0,rain,low,34,medium,poor road,major,3,1,0,None,0.45
6182,Bangalore,Karnataka,13.187751,77.649136,2022-10-26,22:00,22,Wednesday,0,urban,4,1,rain,low,17,medium,overspeeding,minor,1,1,0,None,0.45
6204,Bangalore,Karnataka,12.976867,77.440831,2022-05-16,12:00,12,Monday,0,urban,1,0,clear,high,36,high,overspeeding,minor,2,0,0,None,0.3
6244,Bangalore,Karnataka,13.112103,77.658336,2022-11-21,5:00,5,Monday,0,highway,4,0,fog,low,32,medium,overspeeding,minor,3,1,0,None,0.45
6247,Bangalore,Karnataka,13.094141,77.608242,2024-02-22,11:00,11,Thursday,0,urban,2,1,clear,high,25,low,overspeeding,minor,4,4,0,None,0.1
6250,Bangalore,Karnataka,13.162367,77.432205,2023-02-27,22:00,22,Monday,0,rural,1,0,rain,medium,37,medium,poor road,fatal,2,2,0,None,0.45
6257,Bangalore,Karnataka,12.849837,77.528508,2023-11-05,9:00,9,Sunday,1,rural,3,0,clear,high,31,high,distraction,major,1,1,1,None,0.45
6260,Bangalore,Karnataka,13.011499,77.51577,2024-06-22,12:00,12,Saturday,1,highway,6,1,rain,low,16,medium,overspeeding,minor,3,2,0,None,0.45
6285,Bangalore,Karnataka,13.150436,77.60047,2024-10-28,20:00,20,Monday,0,highway,4,0,fog,low,19,medium,distraction,minor,2,2,0,None,0.45
6288,Bangalore,Karnataka,12.987433,77.530198,2022-12-22,11:00,11,Thursday,0,urban,4,0,fog,low,15,high,distraction,minor,3,0,0,None,0.65
6294,Bangalore,Karnataka,12.901635,77.481988,2024-09-08,4:00,4,Sunday,1,rural,5,1,clear,high,32,low,distraction,minor,2,0,0,None,0.1
6306,Bangalore,Karnataka,12.811781,77.470324,2023-03-02,8:00,8,Thursday,0,highway,6,0,rain,medium,21,high,poor road,minor,2,1,1,None,0.6
6321,Bangalore,Karnataka,12.900796,77.735705,2022-03-23,2:00,2,Wednesday,0,rural,4,1,rain,low,23,low,weather,minor,1,0,0,None,0.45
6322,Bangalore,Karnataka,13.089409,77.793416,2023-01-12,2:00,2,Thursday,0,highway,3,1,fog,low,40,low,weather,minor,5,5,0,None,0.45
6331,Bangalore,Karnataka,13.088281,77.526137,2023-05-12,3:00,3,Friday,0,rural,5,0,rain,low,28,low,poor road,minor,1,0,0,None,0.45
6342,Bangalore,Karnataka,13.196868,77.526797,2024-11-08,6:00,6,Friday,0,highway,5,1,fog,low,33,low,distraction,minor,1,0,0,None,0.45
6352,Bangalore,Karnataka,13.012932,77.510929,2022-07-18,3:00,3,Monday,0,rural,2,0,clear,high,37,low,poor road,minor,2,2,0,None,0.1
6353,Bangalore,Karnataka,12.910061,77.481705,2022-04-04,4:00,4,Monday,0,highway,4,0,fog,low,32,low,drunk driving,minor,1,0,0,None,0.45
6368,Bangalore,Karnataka,13.129429,77.406239,2022-09-23,23:00,23,Friday,0,rural,4,1,fog,low,35,medium,distraction,fatal,1,1,0,None,0.65
6375,Bangalore,Karnataka,12.994591,77.577117,2022-02-14,0:00,0,Monday,0,urban,5,0,clear,high,38,low,distraction,minor,2,2,0,None,0.1
6382,Bangalore,Karnataka,12.84622,77.483683,2025-02-19,6:00,6,Wednesday,0,rural,5,1,rain,medium,22,low,overspeeding,fatal,3,3,0,None,0.45
6385,Bangalore,Karnataka,13.095394,77.780546,2022-10-10,3:00,3,Monday,0,urban,6,0,fog,low,24,medium,overspeeding,fatal,3,3,0,None,0.65
6389,Bangalore,Karnataka,13.00993,77.70921,2022-09-20,0:00,0,Tuesday,0,urban,2,0,clear,high,16,low,distraction,fatal,5,5,0,None,0.3
6401,Bangalore,Karnataka,12.903411,77.602147,2023-08-13,3:00,3,Sunday,1,rural,6,1,clear,high,33,medium,drunk driving,fatal,5,5,0,None,0.3
6426,Bangalore,Karnataka,13.035746,77.544352,2022-10-09,2:00,2,Sunday,1,highway,4,1,fog,low,23,low,overspeeding,major,4,2,0,None,0.45
6428,Bangalore,Karnataka,12.952296,77.714341,2024-12-28,5:00,5,Saturday,1,highway,4,1,clear,high,15,low,weather,major,1,0,0,None,0.1
6429,Bangalore,Karnataka,13.014651,77.514689,2024-01-16,6:00,6,Tuesday,0,urban,3,1,clear,high,34,high,weather,minor,1,0,0,None,0.3
6437,Bangalore,Karnataka,13.186168,77.600295,2022-11-21,15:00,15,Monday,0,urban,5,0,fog,low,40,low,weather,minor,4,4,0,None,0.45
6445,Bangalore,Karnataka,13.143172,77.635152,2022-09-19,10:00,10,Monday,0,highway,6,1,clear,high,22,high,poor road,minor,1,1,1,None,0.45
6449,Bangalore,Karnataka,13.00538,77.666298,2022-04-09,8:00,8,Saturday,1,urban,5,0,rain,low,38,high,drunk driving,major,2,0,1,None,0.8
6455,Bangalore,Karnataka,13.047294,77.761686,2023-10-09,17:00,17,Monday,0,rural,4,1,rain,low,25,medium,drunk driving,minor,3,2,1,None,0.6
6461,Bangalore,Karnataka,13.150431,77.750192,2023-10-01,10:00,10,Sunday,1,urban,4,1,clear,high,16,high,distraction,major,4,3,1,None,0.45
6471,Bangalore,Karnataka,13.090932,77.766845,2024-08-26,5:00,5,Monday,0,urban,4,0,rain,medium,21,high,poor road,minor,1,0,0,None,0.45
6473,Bangalore,Karnataka,12.822068,77.432819,2023-08-27,11:00,11,Sunday,1,urban,6,1,fog,low,21,medium,poor road,major,5,0,0,None,0.45
6475,Bangalore,Karnataka,12.890563,77.734269,2023-01-06,21:00,21,Friday,0,urban,5,0,clear,high,36,medium,drunk driving,minor,2,0,0,None,0.1
6477,Bangalore,Karnataka,12.975578,77.741398,2022-12-20,15:00,15,Tuesday,0,highway,5,0,fog,low,32,medium,distraction,major,5,4,0,None,0.45
6480,Bangalore,Karnataka,12.891715,77.495886,2025-02-03,9:00,9,Monday,0,rural,4,1,rain,low,23,high,weather,major,3,2,1,None,0.8
6491,Bangalore,Karnataka,12.966465,77.690345,2022-03-02,8:00,8,Wednesday,0,highway,1,1,clear,high,27,high,drunk driving,minor,1,1,1,None,0.45
6494,Bangalore,Karnataka,13.077193,77.541773,2024-11-12,1:00,1,Tuesday,0,rural,4,1,fog,low,20,low,distraction,minor,3,0,0,None,0.45
6497,Bangalore,Karnataka,12.852967,77.489302,2022-04-19,10:00,10,Tuesday,0,rural,5,1,clear,high,40,high,drunk driving,minor,5,1,1,None,0.45
6498,Bangalore,Karnataka,12.886691,77.72224,2023-05-19,6:00,6,Friday,0,rural,2,0,clear,high,31,high,poor road,minor,2,1,0,None,0.3
6505,Bangalore,Karnataka,13.093655,77.439938,2024-10-17,22:00,22,Thursday,0,rural,2,0,clear,high,32,medium,weather,minor,3,2,0,None,0.1
6512,Bangalore,Karnataka,13.050849,77.742913,2025-03-04,8:00,8,Tuesday,0,urban,1,1,rain,low,26,high,weather,major,4,4,1,None,0.8
6535,Bangalore,Karnataka,13.188117,77.465799,2022-12-01,16:00,16,Thursday,0,highway,2,1,clear,high,21,high,distraction,minor,4,4,0,None,0.3
6540,Bangalore,Karnataka,12.896941,77.442995,2023-01-24,21:00,21,Tuesday,0,rural,2,0,rain,medium,36,low,drunk driving,major,1,0,0,None,0.25
6564,Bangalore,Karnataka,12.88679,77.76161,2023-11-07,2:00,2,Tuesday,0,rural,1,0,rain,medium,20,low,drunk driving,minor,5,0,0,None,0.25
