u,v,key,accident_count,severity_score,total_casualties,frequency_norm,severity_norm,casualty_norm,risk_score,risk_level,road_length,highway,lanes,maxspeed,oneway,frequency_rank,severity_rank,casualty_rank
1808727734,251142771,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,89.47503887230039,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.7096317280453258
1817556150,3872407617,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,139.65261707427155,tertiary,2.0,40.0,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
1835530529,10001010497,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,159.00832003496194,tertiary,3.0,,False,0.43248347497639283,0.8371104815864022,0.5594900849858357
1836940227,1836940202,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,168.34217990381592,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
1836983534,11204574011,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,42.62195683986116,residential,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
1837285030,10068662142,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,1232.7685348306436,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.35127478753541075
1837285037,767436686,0,2,4,1,0.008130081300813,0.0111524163568773,0.0046948356807511,73.1444759206799,High,859.3587281317926,primary,2.0,,True,0.8899905571293674,0.7629839471199245,0.35127478753541075
1838768142,1838768198,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,92.93560253075304,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
1851131109,1851131094,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,160.76357407302137,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
1859880540,1859880547,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,112.98935013275334,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
1883683005,11878415552,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,469.663032295892,primary,2.0,,True,0.43248347497639283,0.24173748819641172,0.35127478753541075
1942843613,1836983152,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,6821.549341937894,motorway,4.0,80.0,True,0.43248347497639283,0.24173748819641172,0.11520302171860246
1989490864,2248276819,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,104.11662240212702,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
1990620068,13974859349,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,16.06450526138339,residential,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
2066388579,1014648217,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,601.9878385481106,tertiary,2.0,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2090790508,2090790505,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,100.40649595642714,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2108906868,2108906871,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,41.58795939001213,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2120440976,10081431361,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,154.89784681841266,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2124745535,13851353727,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,823.5229362213795,secondary,2.0,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2124789523,7373953366,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,416.4268067099863,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2125917517,6144246624,0,3,5,1,0.016260162601626,0.0148698884758364,0.0046948356807511,77.48819641170915,Critical,344.24268700903656,primary,,,True,0.9244570349386213,0.8371104815864022,0.35127478753541075
2146206446,2146206445,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,53.61577366091485,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2183098861,594599952,0,1,5,5,0.0,0.0148698884758364,0.0234741784037558,68.60245514636449,High,670.4598528519002,residential,,,False,0.43248347497639283,0.8371104815864022,0.8909348441926346
2193998043,2193998070,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,178.40764431198045,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2194027981,2194027983,1,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,436.4034521422231,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2206930266,3148668114,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,191.0047667500364,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2220605679,2220746670,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,27.18939405119747,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2220746597,2220746606,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,322.43788967074374,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2220746629,1796697769,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,43.88737777800223,secondary,,,True,0.43248347497639283,0.24173748819641172,0.11520302171860246
2220792358,1383042716,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,69.84567741071024,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2221565600,2221565613,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,108.54453217484388,residential,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
2223841017,956323389,0,1,5,3,0.0,0.0148698884758364,0.0140845070422535,64.97639282341832,High,67.71333950789433,residential,,,False,0.43248347497639283,0.8371104815864022,0.7096317280453258
2223925853,2223925856,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,54.32274115626015,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2224557025,1575576909,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,61.16810510506775,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2225131596,2225131494,0,1,5,3,0.0,0.0148698884758364,0.0140845070422535,64.97639282341832,High,220.8804996500831,residential,,,False,0.43248347497639283,0.8371104815864022,0.7096317280453258
2225132092,7265786665,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,25.664602797983,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2225133947,6748996049,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,257.54044661607713,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2225134272,5958974793,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,308.913228510602,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2228006131,249144295,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,31.480162327677235,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2228165561,2228165568,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,41.57478351129038,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2228279529,2228279531,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,25.55339046725731,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2228386535,2228386532,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,51.22434557830763,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2228386746,3524948068,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,54.58426048039871,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2228426764,1474195337,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,55.64471700683179,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2244731055,2244731040,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,189.6730351950854,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2244731089,2244731020,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,312.68342570198024,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2244731844,9605784279,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,67.58840451159017,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2244849438,2244849375,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,64.57300172542494,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2244849567,11411731176,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,118.00204429052827,tertiary,2.0,40.0,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
2244849699,2244849493,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,229.962328440006,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2244849751,2244849743,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,71.87059351180007,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2244850062,2244850069,0,1,3,5,0.0,0.0074349442379182,0.0234741784037558,60.19830028328612,High,30.624458484224224,residential,,,False,0.43248347497639283,0.6270066100094429,0.8909348441926346
2244850383,2246587863,0,4,6,2,0.024390243902439,0.0185873605947955,0.0093896713615023,85.08970727101038,Critical,25.06396528245832,tertiary,,,False,0.9348441926345609,0.9126534466477809,0.5594900849858357
2244851032,2244851014,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,72.98398890952649,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2244861904,2244861911,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,293.78455681332986,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2244947611,7263189859,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,275.5228411126021,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2245002552,2245022047,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,121.83459162509207,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
2245034401,2245034471,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,168.4331583919276,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2245034560,2245034545,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,52.952597161059536,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2246195741,2246195715,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,72.37794681994225,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2246195752,2246195760,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,67.1568180125037,residential,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
2246494446,2246494447,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,32.17543029416534,primary,2.0,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2246494717,2246494744,0,1,1,5,0.0,0.0,0.0234741784037558,44.787535410764875,Medium,54.49034214700587,residential,,,False,0.43248347497639283,0.24173748819641172,0.8909348441926346
2246587790,2246587739,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,114.14275239012278,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2246587798,3868550662,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,268.35993255639323,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2246587932,2246587961,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,128.77949535364874,residential,,,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
2247838143,2247838122,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,311.78200776187003,residential,,,False,0.43248347497639283,0.8371104815864022,0.5594900849858357
2247888198,7278911745,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,582.2068658629759,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2247896995,10044674405,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,18.779542619459026,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
2247897181,2247897290,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,118.58728198610616,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2247897408,2247897399,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,61.15901905997757,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2247911828,1851131178,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,136.36726790644877,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2247911842,2247911841,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,33.27327073760488,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2248079844,2248079774,0,2,2,6,0.008130081300813,0.0037174721189591,0.028169014084507,73.73937677053824,High,233.32076438452907,residential,,,False,0.8899905571293674,0.49055712936732765,0.9258734655335222
2248440667,2248440707,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,90.84507581343792,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2248442331,2248442333,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,153.796466536979,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2248459623,2248506118,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,46.24867432908372,tertiary,2.0,50.0,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2248506232,2248506208,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,200.76758814466984,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2248543639,2248543631,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,147.17766867720016,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2248546175,10020519595,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,63.97963490345756,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2248663135,10039209758,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,47.91709159068826,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2248663223,2248663190,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,68.27167063587241,residential,,,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
2248663691,9612008955,0,2,4,4,0.008130081300813,0.0111524163568773,0.0187793427230046,82.46458923512749,Critical,1205.418277406312,tertiary,,,False,0.8899905571293674,0.7629839471199245,0.8172804532577904
2248664475,10081303331,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,53.33436174782456,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2248737921,1572829962,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,47.37266861196071,residential,,,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
2250057681,2250057704,0,1,1,5,0.0,0.0,0.0234741784037558,44.787535410764875,Medium,118.44350365238242,residential,,,False,0.43248347497639283,0.24173748819641172,0.8909348441926346
2250057704,7466952556,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,171.81287876774084,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2250058012,2250057981,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,78.99102218604698,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
2250095833,2146172667,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,123.13859195814727,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2250119617,2250119610,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,25.936840335512237,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2250119628,2250119621,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,144.74236638972872,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2250119646,2250119645,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,35.38599254614952,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2250345106,2250345116,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,77.98852414365882,residential,,,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
2250391996,12114065446,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,95.004932119101,primary,2.0,100.0,True,0.43248347497639283,0.6270066100094429,0.7096317280453258
2268121158,2268121213,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,58.12885421673082,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
2268546089,2268546086,1,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,166.51408571508665,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2272931048,6152750687,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,26.60615887344691,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2317410822,6462247775,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,36.98937364735509,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2334256467,2334256465,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,48.059819696777694,living_street,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2376774417,13720252591,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,294.2422360660082,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2387385680,2406079712,0,2,4,2,0.008130081300813,0.0111524163568773,0.0093896713615023,77.3087818696884,Critical,208.31374558593672,tertiary,2.0,30.0,True,0.8899905571293674,0.7629839471199245,0.5594900849858357
2389377295,2389377314,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,26.27203868089247,residential,,30.0,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2396330514,265518317,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,3124.631562181812,motorway,3.0,120.0,True,0.43248347497639283,0.24173748819641172,0.35127478753541075
2421937956,2421937986,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,52.05439072872769,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2447240415,2246494451,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,10.438681780553724,primary,2.0,,False,0.43248347497639283,0.8371104815864022,0.5594900849858357
2448242729,10207024011,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,34.44164304661341,residential,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
2450331357,2450331338,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,49.23728706005117,residential,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
2450331367,2450331352,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,191.508656777922,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2450331372,2450331337,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,129.0912711642147,residential,,,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
2451394260,2451394261,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,105.05208269301734,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2451394268,2451394255,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,30.72847059392038,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2451421961,2451421894,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,114.23173240117124,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2455290927,2454285286,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,849.8098334857899,primary,3.0,100.0,True,0.43248347497639283,0.24173748819641172,0.5594900849858357
2456827093,2456827067,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,109.71571799450892,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2460238680,2460238680,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,348.0128389933354,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
2460302051,2460302048,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,105.06994916139428,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2460375002,7172904984,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,161.8838493249486,tertiary,3.0,,True,0.43248347497639283,0.24173748819641172,0.35127478753541075
2460385254,2460393224,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,57.298802565818015,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2464023110,9184290485,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,183.2354748593584,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2464033450,574368994,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,189.12485759403975,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2468924534,6132237143,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,86.57250878961358,primary,,,True,0.43248347497639283,0.24173748819641172,0.8172804532577904
2470691119,6298505892,0,1,5,3,0.0,0.0148698884758364,0.0140845070422535,64.97639282341832,High,60.64587701329228,residential,,,False,0.43248347497639283,0.8371104815864022,0.7096317280453258
2523956764,2523956770,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,110.71577461918795,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
2578344246,6567087755,0,2,6,5,0.008130081300813,0.0185873605947955,0.0234741784037558,89.92445703493863,Critical,1099.608445989069,tertiary,,,True,0.8899905571293674,0.9126534466477809,0.8909348441926346
2641942716,2641942716,1,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,334.3335396512261,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
2641950444,2641948118,0,2,6,0,0.008130081300813,0.0185873605947955,0.0,74.409820585458,High,20.060832005856764,residential,,,False,0.8899905571293674,0.9126534466477809,0.11520302171860246
2645199677,7440718031,0,1,5,5,0.0,0.0148698884758364,0.0234741784037558,68.60245514636449,High,136.4570524021142,living_street,,,False,0.43248347497639283,0.8371104815864022,0.8909348441926346
2645311181,2645311175,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,121.0241793780321,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2645311239,7451389256,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,231.80648597438355,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
2645312046,2645312046,1,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,227.1061417453972,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
2653581160,2653581159,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,46.795098856632265,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2668105134,2668105131,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,42.319613490282144,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
2685122690,2685122692,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,105.66357052634676,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
2696066735,12196580089,0,2,4,1,0.008130081300813,0.0111524163568773,0.0046948356807511,73.1444759206799,High,17.050199214923467,residential,,,False,0.8899905571293674,0.7629839471199245,0.35127478753541075
2703669994,251361763,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,649.3600387265623,trunk,2.0,60.0,True,0.43248347497639283,0.24173748819641172,0.5594900849858357
2723746993,6132935647,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,349.5581655425623,secondary,,60.0,True,0.43248347497639283,0.8371104815864022,0.35127478753541075
2787014188,2787014182,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,46.8001702302242,tertiary,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
2787014195,2787014189,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,69.33693991476107,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
2876357602,1947653247,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,183.83851633296155,primary,2.0,60.0,True,0.43248347497639283,0.24173748819641172,0.5594900849858357
2991247480,2991247475,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,115.8782369958173,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
2999494951,1434179296,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,566.9966987187488,secondary,2.0,,True,0.43248347497639283,0.8371104815864022,0.35127478753541075
3034669980,3034669979,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,161.236689902554,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
3034670015,3034670014,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,123.4346792132075,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
3038860964,3038860963,0,1,5,3,0.0,0.0148698884758364,0.0140845070422535,64.97639282341832,High,81.00527229878125,residential,,,False,0.43248347497639283,0.8371104815864022,0.7096317280453258
3038945359,7290391039,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,167.72066217279246,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
3141475567,11182448718,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,1370.3693600409422,tertiary,2.0,20.0,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
3148609358,818630839,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,1003.2374761199366,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
3148645692,3148645664,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,102.34731301140869,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
3149180537,3149180538,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,31.93104988694964,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
3149351927,2145322156,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,89.63240627966124,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
3149469566,7432551899,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,255.6148900065148,residential,2.0,40.0,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
3149567591,1328581949,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,152.43313150808012,residential,2.0,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
3150076282,3150076274,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,35.809886924289856,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
3157708822,3157708823,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,12.106569693352473,residential,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
