u,v,key,accident_count,severity_score,total_casualties,risk_score,risk_level,road_length,highway,lanes,maxspeed,oneway
6754870840,6754870839,0,0,0,0,0.0,Low,8.963740768207783,residential,nan,nan,False
7121595595,7121595593,0,1,3,0,44.68366383380548,Medium,131.3884228664789,residential,nan,nan,False
10093896522,10093896521,0,0,0,0,0.0,Low,35.08331360383685,residential,nan,nan,False
2144581127,2247897386,0,0,0,0,0.0,Low,17.50504391917287,residential,nan,nan,False
2248546175,10020519595,0,1,3,0,44.68366383380548,Medium,63.97963490345756,residential,nan,nan,False
7404150093,7404150090,0,2,4,4,82.46458923512749,Critical,97.15305152860353,unclassified,nan,nan,False
3149180537,3149180538,0,1,1,3,41.1614730878187,Medium,31.93104988694964,residential,nan,nan,False
343601963,330378701,0,0,0,0,0.0,Low,61.7293068330255,tertiary,nan,nan,False
1837285030,10068662142,0,1,3,1,49.405099150141645,Medium,1232.7685348306436,primary,2.0,nan,True
2460375002,7172904984,0,1,1,1,33.9943342776204,Medium,161.8838493249486,tertiary,3.0,nan,True
10231033883,10231033884,0,0,0,0,0.0,Low,59.57710237631176,tertiary,2,nan,True
3752511414,3752511417,0,1,1,3,41.1614730878187,Medium,105.90603385518048,residential,nan,nan,False
1942843613,1836983152,0,1,1,0,29.272898961284238,Medium,6821.549341937894,motorway,4.0,80.0,True
1632150416,1632150249,0,1,5,1,57.80925401322001,High,91.26163098892502,residential,nan,nan,False
12346579321,12346579319,0,1,3,0,44.68366383380548,Medium,42.559309860010586,residential,nan,nan,False
11395941762,7467099518,0,0,0,0,0.0,Low,56.31455997562143,residential,nan,nan,False
7413278926,6143268790,0,1,1,0,29.272898961284238,Medium,110.22705042663652,residential,nan,nan,False
1556054004,10063679765,0,0,0,0,0.0,Low,169.2195981014982,residential,nan,nan,False
3158788651,1469644287,0,1,1,3,41.1614730878187,Medium,122.79615108511295,residential,nan,nan,False
1990620068,13974859349,0,1,1,4,43.31444759206799,Medium,16.06450526138339,residential,nan,nan,False
9837904706,13328136113,0,1,1,4,43.31444759206799,Medium,849.5100610577134,residential,nan,nan,False
1657396754,11168785875,0,1,1,0,29.272898961284238,Medium,105.21783102584978,residential,nan,nan,False
3157708822,3157708823,0,1,5,4,67.12936732766761,High,12.106569693352473,residential,nan,nan,False
2421937856,2421937844,0,0,0,0,0.0,Low,34.014291640304506,residential,nan,nan,False
2244849751,2244849743,0,1,1,0,29.272898961284238,Medium,71.87059351180007,residential,nan,nan,False
10010432685,10010432684,0,0,0,0,0.0,Low,48.609341616764354,residential,nan,nan,False
7121595634,7121595628,0,15,37,28,97.68649669499528,Critical,30.35239789502993,residential,nan,nan,False
3396985354,3396985373,0,1,1,2,38.1586402266289,Medium,55.74345966593435,residential,nan,nan,False
959510102,959510028,0,0,0,0,0.0,Low,30.85293244904533,residential,2,nan,False
11399637710,4122377344,0,0,0,0,0.0,Low,265.8932468087723,residential,nan,nan,False
10091991327,1371947821,0,0,0,0,0.0,Low,52.06343385463884,residential,nan,nan,False
7404328929,10156204460,0,0,0,0,0.0,Low,25.5119522310447,residential,nan,nan,False
447046762,3799031638,0,0,0,0,0.0,Low,19.606550919199886,tertiary,nan,nan,True
736207316,2268121159,0,0,0,0,0.0,Low,79.9475245903821,residential,nan,nan,False
6884298293,6884298291,0,1,3,0,44.68366383380548,Medium,198.65898283709885,tertiary,nan,nan,True
5329082270,5329082288,0,1,5,2,61.97355996222852,High,146.61898659776537,residential,nan,nan,False
1918872932,6152873929,0,0,0,0,0.0,Low,259.0489681144775,residential,nan,nan,False
11024828508,9695716670,0,1,1,4,43.31444759206799,Medium,42.17810115865093,residential,nan,nan,False
1473223931,1473223930,0,1,3,1,49.405099150141645,Medium,24.94105963452243,residential,nan,nan,False
1419382138,3149456103,0,1,3,1,49.405099150141645,Medium,126.3971634547432,residential,nan,nan,False
7146681134,7146681137,0,1,3,1,49.405099150141645,Medium,176.60369962509864,residential,nan,nan,False
3038883095,7291695978,0,0,0,0,0.0,Low,17.689037730751988,residential,nan,nan,False
7436990775,5281880153,0,0,0,0,0.0,Low,31.973877119299452,residential,nan,nan,False
4488038220,4488058792,0,0,0,0,0.0,Low,40.279749027843444,residential,nan,30,False
11176643974,12183448059,0,1,3,3,56.57223796033995,High,38.5623049862638,residential,nan,nan,False
2228225864,2228225861,0,0,0,0,0.0,Low,13.932418632921307,residential,nan,nan,False
1989490864,2248276819,0,1,1,0,29.272898961284238,Medium,104.11662240212702,residential,nan,nan,False
3872407466,3872407468,0,0,0,0,0.0,Low,59.65817457374103,residential,nan,nan,False
2246196385,2246196392,0,0,0,0,0.0,Low,37.15455985504008,residential,nan,nan,False
3872470447,3872470443,0,0,0,0,0.0,Low,31.648394307311232,secondary,2,nan,False
2451421961,2451421894,0,1,1,1,33.9943342776204,Medium,114.23173240117124,residential,nan,nan,False
1597724579,9682415622,0,1,1,0,29.272898961284238,Medium,204.86165137300367,residential,nan,nan,False
2220605712,2220945655,0,0,0,0,0.0,Low,8.52848520453469,secondary,nan,nan,False
12951126183,13785180784,0,39,73,61,99.28234183191692,Critical,38.98162253698086,residential,nan,nan,False
4948248720,4948249023,0,0,0,0,0.0,Low,204.37742061614665,residential,nan,nan,False
4952686983,2611179197,0,1,1,1,33.9943342776204,Medium,364.7107415648126,residential,nan,nan,False
2248440667,2248440707,0,1,1,1,33.9943342776204,Medium,90.84507581343792,residential,nan,nan,False
9857069406,9857069359,0,1,3,0,44.68366383380548,Medium,502.6579618938045,unclassified,nan,nan,True
7359050398,7359050395,0,0,0,0,0.0,Low,35.073294152258015,residential,nan,nan,False
12169759724,12169759731,0,0,0,0,0.0,Low,10.175953710253555,secondary,nan,nan,True
9192027582,9192027581,0,0,0,0,0.0,Low,30.229398650655646,residential,nan,nan,False
267216122,267216110,0,3,7,6,92.4551463644948,Critical,320.7479258824096,tertiary,2.0,nan,False
1556038368,2248662869,0,0,0,0,0.0,Low,32.16240483809,residential,nan,nan,False
11029867128,7478155078,0,1,3,1,49.405099150141645,Medium,37.30023692160986,residential,nan,nan,False
7405829366,7405831282,0,0,0,0,0.0,Low,41.27982106209592,residential,nan,nan,False
4973105484,4973105482,0,0,0,0,0.0,Low,38.945707258602155,residential,nan,nan,False
7553059088,9903727590,0,1,1,2,38.1586402266289,Medium,230.16544493365544,tertiary,nan,nan,False
10063075527,10063075528,0,0,0,0,0.0,Low,28.7664693435768,residential,nan,nan,False
3914359674,1534147563,0,1,3,1,49.405099150141645,Medium,220.9420994542861,residential,nan,nan,False
10108259639,10841360401,0,1,3,1,49.405099150141645,Medium,125.47647704247692,residential,nan,nan,False
1532827593,3525307780,0,1,1,4,43.31444759206799,Medium,153.24705297409895,residential,nan,nan,False
9909530617,11001074018,0,0,0,0,0.0,Low,38.38513634184599,residential,nan,nan,False
343601824,344371036,0,0,0,0,0.0,Low,97.54479947079471,tertiary,nan,nan,False
2876336032,2876335845,0,0,0,0,0.0,Low,30.250343662018413,residential,nan,nan,False
2611179197,12139242560,0,0,0,0,0.0,Low,274.4067036194015,trunk,2,30,True
10039286898,1542668332,0,0,0,0,0.0,Low,40.51625524917065,residential,nan,nan,False
9780516120,10026247067,0,1,1,0,29.272898961284238,Medium,100.44275918169556,residential,nan,nan,False
2268601838,2268601836,0,0,0,0,0.0,Low,26.09465628343117,residential,nan,nan,False
1650434762,1650435052,0,0,0,0,0.0,Low,95.44222960844532,tertiary,nan,nan,True
10023441714,10023441710,0,0,0,0,0.0,Low,41.59588467251235,residential,nan,nan,False
4952439933,4952439934,0,0,0,0,0.0,Low,193.5941245185027,residential,nan,nan,False
7207641453,7207641452,0,1,1,1,33.9943342776204,Medium,103.0487324249804,residential,nan,nan,False
313460477,306618704,0,1,1,0,29.272898961284238,Medium,74.97054090117153,tertiary,4.0,nan,False
2066388579,1014648217,0,1,1,1,33.9943342776204,Medium,601.9878385481106,tertiary,2.0,nan,False
2248265364,2248265359,0,0,0,0,0.0,Low,40.93736208081184,residential,nan,nan,False
529277344,529018446,0,1,3,0,44.68366383380548,Medium,166.530835316399,tertiary,nan,nan,False
11385524295,463681950,0,1,1,1,33.9943342776204,Medium,150.3282058248983,residential,nan,nan,False
1448634321,249073956,0,0,0,0,0.0,Low,53.72150374698527,residential,nan,nan,False
12963900368,12169759726,0,1,3,0,44.68366383380548,Medium,310.2767980589539,secondary,2.0,nan,False
583463456,1942789828,0,1,3,0,44.68366383380548,Medium,39.050555152644485,residential,nan,nan,False
7467198430,7467198433,0,1,1,0,29.272898961284238,Medium,40.70899012486773,residential,nan,nan,False
4948727693,4948727690,0,1,3,1,49.405099150141645,Medium,184.39700952338177,residential,nan,nan,False
529003715,9188680880,0,0,0,0,0.0,Low,25.305948160471644,residential,nan,nan,False
11419666780,11419666781,0,12,18,10,95.8356940509915,Critical,34.22270976288564,residential,nan,nan,False
7441700512,10216313744,0,0,0,0,0.0,Low,23.98324344940393,living_street,nan,nan,False
13247659554,13247659553,0,0,0,0,0.0,Low,21.64300203457342,residential,nan,nan,False
9192016751,5328712310,0,0,0,0,0.0,Low,81.41326480746878,residential,nan,nan,False
10088949513,10088949512,0,0,0,0,0.0,Low,59.330713197312996,residential,nan,nan,False
736207397,10094463259,0,0,0,0,0.0,Low,21.124533348744713,residential,nan,nan,False
10017912936,13235869155,0,1,5,5,68.60245514636449,High,99.3328710763969,residential,nan,nan,False
443655369,443655368,0,1,1,2,38.1586402266289,Medium,61.073042362730135,residential,nan,nan,False
7278915770,7278915781,0,0,0,0,0.0,Low,73.24303430768981,residential,nan,nan,False
3874223262,7466897014,0,0,0,0,0.0,Low,5.053231249980209,residential,nan,nan,False
327328647,503309098,0,0,0,0,0.0,Low,44.91832894106474,residential,nan,nan,False
9780481931,6194321364,0,1,1,2,38.1586402266289,Medium,177.78415651730646,residential,nan,nan,False
4469903724,4469903722,0,1,3,5,60.19830028328612,High,103.15558703271466,residential,nan,nan,False
5330485065,5330485066,0,0,0,0,0.0,Low,31.417067563716852,residential,nan,nan,False
4950460596,13818070190,0,1,1,3,41.1614730878187,Medium,4.785779416093666,residential,nan,nan,False
7462942252,3872498748,0,1,3,2,53.56940509915015,High,33.764415685385,residential,nan,nan,False
10695037231,1942843699,0,1,1,0,29.272898961284238,Medium,6810.075535887765,motorway,4.0,80.0,True
3161220989,6532581210,0,0,0,0,0.0,Low,77.74780104038605,residential,nan,nan,False
10018043605,10018043611,0,1,5,1,57.80925401322001,High,108.44204000699432,residential,nan,nan,False
7452739635,7452512555,0,1,1,3,41.1614730878187,Medium,356.72053953947307,residential,nan,nan,False
11301481489,2558406845,0,1,3,2,53.56940509915015,High,131.49639572468078,secondary,2.0,40.0,True
2244850062,2244850069,0,1,3,5,60.19830028328612,High,30.624458484224224,residential,nan,nan,False
11001047656,1381904910,0,1,1,2,38.1586402266289,Medium,159.27331130819798,residential,nan,nan,False
3141475567,11182448718,0,1,5,1,57.80925401322001,High,1370.3693600409422,tertiary,2.0,20.0,False
308874115,308874277,0,0,0,0,0.0,Low,38.04489924180036,tertiary,nan,nan,False
1553420105,10079160470,0,0,0,0,0.0,Low,47.656771668310874,residential,nan,nan,False
2244849699,2244849493,0,1,1,0,29.272898961284238,Medium,229.962328440006,residential,nan,nan,False
1600051209,1600051369,0,3,11,6,93.13503305004724,Critical,106.91508834308306,residential,nan,nan,False
2227494607,2227494609,0,0,0,0,0.0,Low,49.341931624424035,residential,nan,nan,False
2802624223,12418251820,0,0,0,0,0.0,Low,88.56049814654273,residential,nan,nan,False
309593726,309593727,0,0,0,0,0.0,Low,110.2238300268141,residential,nan,nan,False
10038594121,446783117,0,0,0,0,0.0,Low,39.34164254167459,tertiary,nan,nan,False
3872554266,3872554265,0,0,0,0,0.0,Low,71.56234994822165,residential,nan,nan,False
1273685326,1273685338,0,1,3,0,44.68366383380548,Medium,87.1337933682433,tertiary,2.0,nan,False
11124376974,11124376975,0,0,0,0,0.0,Low,44.23488349162434,residential,nan,nan,False
6167885650,6167885654,0,0,0,0,0.0,Low,34.5488214840267,residential,nan,nan,False
1083519856,1083519858,0,0,0,0,0.0,Low,55.058334089833316,residential,nan,nan,False
7287353108,2250289836,0,0,0,0,0.0,Low,28.449488999584773,residential,nan,nan,False
11013374681,13043372724,0,1,5,3,64.97639282341832,High,625.6229646539114,residential,nan,nan,False
6746702140,6746702132,0,1,1,0,29.272898961284238,Medium,400.7600840402312,residential,nan,nan,False
6195684273,287912299,0,1,3,3,56.57223796033995,High,114.89146563960595,tertiary,nan,25.0,True
1523171158,9192413928,0,0,0,0,0.0,Low,51.96001956075018,residential,nan,nan,False
4208545518,4948855817,0,0,0,0,0.0,Low,117.89503569915917,residential,nan,nan,False
10092099823,2227928189,0,0,0,0,0.0,Low,38.66539202314438,residential,nan,nan,False
3034669852,3034669718,0,0,0,0,0.0,Low,156.65636578306135,residential,nan,nan,False
11387111797,2221142132,0,0,0,0,0.0,Low,7.139353310885236,tertiary,nan,nan,False
503181308,503260517,0,0,0,0,0.0,Low,55.481057946233946,residential,nan,nan,False
13119702903,4950155146,0,2,6,6,90.62322946175638,Critical,113.78832329278389,residential,nan,nan,False
2220605679,2220746670,0,1,1,1,33.9943342776204,Medium,27.18939405119747,residential,nan,nan,False
10064058112,12203542112,0,0,0,0,0.0,Low,35.16440988137943,residential,nan,nan,False
10017876325,583206322,0,1,3,1,49.405099150141645,Medium,144.12902375889473,residential,nan,nan,False
7287581961,2030144607,0,1,1,2,38.1586402266289,Medium,259.2869182457846,residential,nan,nan,False
7146806640,7146806636,0,1,5,2,61.97355996222852,High,123.90825567093891,residential,nan,nan,False
12157495771,7361705121,0,1,3,1,49.405099150141645,Medium,32.371830338494455,residential,nan,nan,False
13800870730,4294218124,0,1,1,0,29.272898961284238,Medium,719.1584349090984,primary,2.0,30.0,True
1339408095,4474692928,0,0,0,0,0.0,Low,27.860012686722445,residential,nan,nan,False
7428658238,1388142565,0,0,0,0,0.0,Low,31.405112644386872,residential,nan,nan,False
2421938218,2421938131,0,0,0,0,0.0,Low,164.9419125224581,residential,nan,nan,False
3868574340,2641946191,0,0,0,0,0.0,Low,21.812969350822254,residential,nan,nan,False
10207253603,3421557762,0,2,8,4,89.1501416430595,Critical,61.08827689479725,tertiary,nan,nan,False
3872487138,3872487139,0,0,0,0,0.0,Low,69.60615212637408,residential,nan,nan,False
7410650605,7410650606,0,2,2,3,69.41454202077432,High,39.11193765813679,residential,nan,nan,False
7172941739,10165704717,0,0,0,0,0.0,Low,160.38162750396754,residential,nan,nan,False
459656145,459656127,0,0,0,0,0.0,Low,55.96220543024069,residential,nan,nan,False
7211280699,10041240369,0,1,3,4,58.72521246458924,High,275.3508168659226,residential,nan,nan,False
1586524205,9192019740,0,0,0,0,0.0,Low,27.055871459312005,residential,nan,nan,False
13260780851,3034670071,0,1,1,1,33.9943342776204,Medium,358.752588640169,residential,nan,nan,False
7413284990,7413284989,0,0,0,0,0.0,Low,69.25853529136958,residential,nan,nan,False
10091543761,10091543760,0,0,0,0,0.0,Low,22.875837102656156,residential,nan,nan,False
4948430603,4948430599,0,1,1,0,29.272898961284238,Medium,108.39450128085396,residential,nan,nan,False
1377687527,10175323897,0,0,0,0,0.0,Low,73.49282763762899,residential,nan,nan,False
2120440976,10081431361,0,1,1,0,29.272898961284238,Medium,154.89784681841266,residential,nan,nan,False
426941413,12194106519,0,0,0,0,0.0,Low,276.98838574453794,tertiary,nan,nan,True
2334256467,2334256465,0,1,1,0,29.272898961284238,Medium,48.059819696777694,living_street,nan,nan,False
2246195668,2246195710,0,0,0,0,0.0,Low,42.45837592069912,residential,nan,nan,False
1615691332,1487272633,0,1,3,3,56.57223796033995,High,71.26221649396064,residential,nan,nan,False
6194196465,6194196461,0,1,1,2,38.1586402266289,Medium,82.88557154597035,residential,nan,nan,False
2876335845,2876336032,0,0,0,0,0.0,Low,30.250343662018413,residential,nan,nan,False
11486387657,13851353728,0,6,14,13,94.66477809254012,Critical,77.55890082809236,trunk,3.0,80.0,True
1561816151,1561804539,0,1,3,0,44.68366383380548,Medium,88.36655729375263,residential,nan,nan,False
347261902,312840201,0,0,0,0,0.0,Low,18.143745530321493,residential,nan,nan,False
2607426150,2607426149,0,0,0,0,0.0,Low,26.6828701197133,residential,nan,nan,False
428457171,428457162,0,1,3,0,44.68366383380548,Medium,254.250079535278,primary,2.0,nan,True
7291406297,3032560253,0,1,5,5,68.60245514636449,High,201.4370334953392,residential,nan,nan,False
286680933,1512330962,0,0,0,0,0.0,Low,177.170583564842,secondary,2,nan,True
10055568925,10055568926,0,0,0,0,0.0,Low,30.67089659461838,residential,nan,nan,False
7291381491,7291381492,0,0,0,0,0.0,Low,29.069467690526206,residential,nan,nan,False
2421937956,2421937986,0,1,1,0,29.272898961284238,Medium,52.05439072872769,residential,nan,nan,False
4950292682,4950292684,0,1,1,1,33.9943342776204,Medium,91.27306027645876,residential,nan,nan,False
308232925,9197307509,0,0,0,0,0.0,Low,229.32941785078728,primary,2,nan,True
1555975739,1555975745,0,0,0,0,0.0,Low,108.2660864754931,residential,nan,nan,False
595961374,6749811973,0,0,0,0,0.0,Low,93.63115919652896,residential,nan,nan,False
11121519138,456086445,0,0,0,0,0.0,Low,21.790532384022704,residential,nan,nan,False
4948140384,4443064375,0,0,0,0,0.0,Low,76.74852880551722,residential,nan,nan,False
13644458594,1168427929,0,2,6,5,89.92445703493863,Critical,775.6136370738776,residential,nan,nan,False
10293847444,6194792840,0,1,3,0,44.68366383380548,Medium,39.14978701707823,living_street,nan,nan,False
652353468,7384902384,0,1,1,3,41.1614730878187,Medium,53.93201448680232,residential,nan,nan,False
10023965520,10023965523,0,0,0,0,0.0,Low,38.411593459359324,living_street,nan,nan,False
10063048704,10063048703,0,1,5,5,68.60245514636449,High,12.376621753425448,living_street,nan,nan,False
5267369424,836238561,0,1,1,1,33.9943342776204,Medium,205.5173911689184,residential,nan,nan,False
4952632554,4952632550,0,1,1,0,29.272898961284238,Medium,29.64609317754816,tertiary,nan,nan,False
456181620,10026725121,0,1,5,5,68.60245514636449,High,13.418320177290202,residential,nan,nan,False
503308941,503308969,0,0,0,0,0.0,Low,41.250470719016086,residential,nan,nan,False
9778491245,9778491243,0,28,66,47,98.82908404154864,Critical,88.02257233517223,residential,nan,nan,False
10044424499,1511677102,0,0,0,0,0.0,Low,6.70115989913543,secondary,nan,nan,False
2468924534,6132237143,0,1,1,4,43.31444759206799,Medium,86.57250878961358,primary,nan,nan,True
5283671998,7263139908,0,0,0,0,0.0,Low,73.58096946806471,residential,nan,nan,False
2248441136,2248441173,0,0,0,0,0.0,Low,26.94956906910592,tertiary,nan,nan,False
459801176,459801125,0,1,3,0,44.68366383380548,Medium,208.5202703753651,tertiary,nan,nan,False
2250058065,2248506042,0,0,0,0,0.0,Low,22.721364934069282,tertiary,nan,nan,False
7404449188,7404449180,0,3,11,4,90.9631728045326,Critical,219.74875988674629,residential,nan,nan,False
2247897181,2247897290,0,1,1,0,29.272898961284238,Medium,118.58728198610616,residential,nan,nan,False
249075659,303935969,0,1,1,1,33.9943342776204,Medium,209.64147750351088,secondary,nan,nan,True
10023967356,10023967351,0,1,3,2,53.56940509915015,High,32.976247496837395,residential,nan,nan,False
10038914058,10038914059,0,0,0,0,0.0,Low,30.056594345288275,residential,nan,nan,False
1521036725,1521036622,0,0,0,0,0.0,Low,3.236603601688,residential,nan,nan,False
10079467275,10079467277,0,0,0,0,0.0,Low,55.86703486550136,residential,nan,nan,False
3868683831,6194699512,0,2,2,1,62.24740321057601,High,104.2339513504809,tertiary,nan,nan,False
4948112938,4948112940,0,1,1,2,38.1586402266289,Medium,46.664967060957565,unclassified,nan,nan,False
10020384108,10198696384,0,0,0,0,0.0,Low,13.334512007594451,residential,nan,nan,False
2220746597,2220746606,0,1,1,0,29.272898961284238,Medium,322.43788967074374,residential,nan,nan,False
11888193783,292563598,0,9,15,7,94.82530689329556,Critical,11.222446761025417,secondary,nan,nan,True
461789832,461789835,0,1,1,4,43.31444759206799,Medium,123.89991316316188,residential,2.0,nan,False
1563683869,1563683700,0,0,0,0,0.0,Low,36.81304729041746,residential,nan,nan,False
10057951025,10057951023,0,1,3,1,49.405099150141645,Medium,49.10091519727711,tertiary,nan,nan,False
9184290745,503471475,0,1,3,0,44.68366383380548,Medium,45.06990020284153,residential,1.0,nan,False
7437638265,5330536226,0,0,0,0,0.0,Low,66.40970960531259,residential,nan,nan,False
7208382382,7208383988,0,0,0,0,0.0,Low,17.90912986125611,residential,nan,nan,False
10164774551,10164774552,0,2,6,3,86.29839471199246,Critical,40.4928133233944,residential,nan,nan,False
3870439629,3870439627,0,0,0,0,0.0,Low,31.80781193974793,tertiary,nan,nan,False
683067620,683067902,0,0,0,0,0.0,Low,39.32989966859841,residential,nan,nan,False
1551655484,1551655541,0,0,0,0,0.0,Low,76.06163388080809,residential,nan,nan,False
1597724731,1597724536,0,0,0,0,0.0,Low,58.314121887913316,residential,nan,nan,False
2247888198,7278911745,0,1,3,2,53.56940509915015,High,582.2068658629759,tertiary,nan,nan,False
3836800948,3836800949,0,1,5,2,61.97355996222852,High,148.97746871261234,residential,nan,nan,False
10081230066,10081230068,0,1,1,1,33.9943342776204,Medium,31.40753352284301,residential,nan,nan,False
2446009258,529372216,0,0,0,0,0.0,Low,30.429367462490585,residential,nan,nan,False
12075650278,11849948564,0,1,1,1,33.9943342776204,Medium,254.80108369411232,primary,2.0,nan,True
11411501025,4950460617,0,1,1,1,33.9943342776204,Medium,740.1388108158251,residential,nan,nan,False
1448640369,1448640368,0,1,3,4,58.72521246458924,High,44.60541331465012,residential,nan,nan,False
9187746418,1616693839,0,0,0,0,0.0,Low,24.77821802212155,residential,nan,nan,False
8239947030,12040966310,0,1,1,0,29.272898961284238,Medium,3795.173977919972,primary,2.0,40.0,True
461754752,461754742,0,1,1,0,29.272898961284238,Medium,31.57747268608333,residential,nan,nan,False
3168013842,3168013840,0,0,0,0,0.0,Low,22.015191565703358,residential,nan,nan,False
7263133572,7263133579,0,0,0,0,0.0,Low,43.86509179724729,residential,nan,nan,False
3872498891,3872498899,0,8,8,6,93.7582625118036,Critical,88.02557631916079,residential,nan,nan,False
1857029047,736207439,0,0,0,0,0.0,Low,49.433426393373836,residential,nan,nan,False
419638216,10750192276,0,1,5,1,57.80925401322001,High,307.57796248842726,residential,nan,nan,False
14084878133,10017955621,0,0,0,0,0.0,Low,41.64431772315711,residential,nan,nan,False
7311630873,12151782590,0,1,1,0,29.272898961284238,Medium,148.0972124194788,residential,nan,nan,False
7409828326,7409828345,0,1,3,0,44.68366383380548,Medium,78.83874543185365,residential,nan,nan,False
1595757924,1595758036,0,1,5,1,57.80925401322001,High,217.96255230106544,residential,nan,nan,False
616610402,7453315454,0,1,1,3,41.1614730878187,Medium,762.6615113982639,tertiary,nan,nan,False
10053214679,7456799490,0,0,0,0,0.0,Low,33.292610977892394,residential,nan,nan,False
7287333836,7287333837,0,0,0,0,0.0,Low,109.92448603261239,residential,nan,nan,False
13810626172,6531359664,0,1,3,1,49.405099150141645,Medium,163.42108954328134,residential,nan,nan,False
1438379105,1438379182,0,1,5,2,61.97355996222852,High,112.81364254987594,residential,nan,nan,False
1600962990,1600962927,0,0,0,0,0.0,Low,727.9223129879739,trunk,3,60,True
7090777400,7090777397,1,8,18,9,95.13692162417377,Critical,203.3572081606174,residential,nan,nan,False
10089395688,10089395689,0,0,0,0,0.0,Low,35.19189158842033,residential,nan,nan,False
287899763,287897029,0,1,1,5,44.78753541076488,Medium,287.30529595387446,tertiary,nan,nan,False
3396931058,3396931054,0,1,1,0,29.272898961284238,Medium,45.74589193335671,residential,nan,nan,False
7278976459,7278976458,0,0,0,0,0.0,Low,41.65193611222757,residential,nan,nan,False
2206930266,3148668114,0,1,1,1,33.9943342776204,Medium,191.0047667500364,residential,nan,nan,False
3039042406,3039042409,0,0,0,0,0.0,Low,29.099207148210724,residential,nan,nan,False
3504349796,6758558444,0,1,1,0,29.272898961284238,Medium,191.6287991918228,residential,nan,nan,False
7409692695,9674431504,0,0,0,0,0.0,Low,26.44246345294146,residential,nan,nan,False
10034231484,12134224862,0,1,3,1,49.405099150141645,Medium,246.06576546392552,primary,2.0,nan,True
7402050709,7402050778,0,13,27,28,97.02549575070822,Critical,39.680137146656136,residential,nan,nan,False
308229996,11446070485,0,1,1,0,29.272898961284238,Medium,95.2232116754552,tertiary,2.0,nan,True
12346534940,13860462299,0,1,3,2,53.56940509915015,High,417.7194230957197,tertiary,4.0,60.0,False
7465559480,7465559478,0,1,1,0,29.272898961284238,Medium,24.455416712178543,residential,nan,nan,False
9612093099,2246812221,0,0,0,0,0.0,Low,37.14426301850522,residential,nan,nan,False
1568938189,1568938192,0,1,5,5,68.60245514636449,High,83.62171168088767,residential,nan,nan,False
10026627737,456181597,0,0,0,0,0.0,Low,47.002911752604895,residential,nan,nan,False
2250668002,2250668011,0,0,0,0,0.0,Low,63.31508921823456,residential,nan,nan,False
599226717,599226755,0,0,0,0,0.0,Low,119.55754024176053,residential,nan,nan,False
2247838143,2247838122,0,1,5,2,61.97355996222852,High,311.78200776187003,residential,nan,nan,False
6298505899,6298505897,0,1,1,0,29.272898961284238,Medium,33.02184789935566,tertiary,nan,nan,False
7384536857,359310296,0,0,0,0,0.0,Low,151.9559075556714,residential,nan,nan,False
7451422700,7451422701,0,1,3,1,49.405099150141645,Medium,51.48695027812676,residential,nan,nan,False
2516269454,1515462079,0,0,0,0,0.0,Low,93.49835051340568,residential,nan,nan,False
11017422325,11017422324,0,0,0,0,0.0,Low,30.004214451161776,living_street,nan,nan,False
2248663223,2248663190,0,1,5,1,57.80925401322001,High,68.27167063587241,residential,nan,nan,False
7288094046,7288094047,0,1,1,1,33.9943342776204,Medium,58.804505424656135,residential,nan,nan,False
1252231267,3683418902,0,1,3,1,49.405099150141645,Medium,83.92858582209324,residential,nan,nan,False
929965958,956058174,0,0,0,0,0.0,Low,84.51866223180394,residential,nan,nan,False
2387385680,2406079712,0,2,4,2,77.3087818696884,Critical,208.31374558593672,tertiary,2.0,30.0,True
459793770,459793820,0,1,1,2,38.1586402266289,Medium,23.861061434646263,residential,nan,nan,False
355840357,7410650516,0,1,1,0,29.272898961284238,Medium,67.43025688199107,tertiary,nan,nan,False
4041189580,11395593597,0,18,42,36,98.09254013220018,Critical,182.2217368439736,residential,nan,nan,False
1347490084,7290391057,0,1,3,0,44.68366383380548,Medium,256.9974018223202,residential,nan,nan,False
10079132776,10079132778,0,1,1,0,29.272898961284238,Medium,89.35462235552399,residential,nan,nan,False
11015643600,1371807630,0,0,0,0,0.0,Low,67.57895523841682,living_street,nan,nan,False
2645311455,273443470,0,0,0,0,0.0,Low,224.92866486078898,residential,nan,nan,False
1524591228,1524649710,0,0,0,0,0.0,Low,17.053152720095316,residential,nan,nan,False
308469190,1473995344,0,0,0,0,0.0,Low,76.28044979494854,residential,nan,nan,False
9187654522,1532648926,0,0,0,0,0.0,Low,40.23805714038306,residential,nan,nan,False
4950155164,11399915641,0,11,23,14,96.109537299339,Critical,101.69911677177018,residential,nan,nan,False
2248546223,2248546230,0,0,0,0,0.0,Low,263.59021204464676,residential,nan,nan,False
1466580394,1466580391,0,1,1,5,44.78753541076488,Medium,116.4066437273242,residential,nan,nan,False
1512512287,683061182,0,0,0,0,0.0,Low,49.028203990361845,tertiary,nan,nan,False
3039021503,3039021501,0,0,0,0,0.0,Low,30.826781352609604,tertiary,nan,nan,False
1339731121,7486358197,0,0,0,0,0.0,Low,79.40036672001987,residential,nan,nan,False
11408879536,11408879537,0,1,1,2,38.1586402266289,Medium,65.06047387077764,residential,nan,nan,False
3149429065,7485599762,0,0,0,0,0.0,Low,4.565294135456942,residential,nan,nan,False
